ride_id,timestamp,pickup_zone,dropoff_zone,trip_distance_km,surge_multiplier,fare_amount,pred_eta_min,actual_eta_min
b_53,2025-09-01 00:53:00,Z020,Z015,7.65337916734037,1.0,65.58938419533654,12.289748342047304,14.383765477387126
b_54,2025-09-01 00:54:00,Z017,Z012,6.122435749298502,1.0698428190259353,51.53480578796237,11.465861738817287,12.859398620367418
b_55,2025-09-01 00:55:00,Z028,Z033,7.865820534390412,1.309212655886082,60.832084309263344,10.74725864140827,14.49041623467825
b_56,2025-09-01 00:56:00,Z029,Z018,6.366965359701169,1.1629122946971142,57.948047849815765,11.344198481980916,13.091518953268956
b_57,2025-09-01 00:57:00,Z021,Z009,7.834495121668656,1.0,64.02203295188424,12.653822443035239,16.7486807955877
b_58,2025-09-01 00:58:00,Z003,Z017,9.377045183312305,1.008974413601949,65.16270318535354,11.671622087838099,18.12919093796005
b_59,2025-09-01 00:59:00,Z035,Z018,5.148675497988695,1.2303161259095527,45.80386528327184,9.980838050244206,14.279363944773166
b_60,2025-09-01 01:00:00,Z006,Z003,6.906277220779218,1.0,62.46959231786041,10.965228151991328,11.87727429076315
b_61,2025-09-01 01:01:00,Z032,Z002,5.57338484692317,1.039244681873877,50.68875855189215,10.797569058292552,11.13404822642402
b_62,2025-09-01 01:02:00,Z016,Z028,6.754536822451661,1.1036990919645169,54.016535341794736,10.640020952568827,12.233620707054623
b_63,2025-09-01 01:03:00,Z022,Z023,4.12561094429972,1.0,58.74455623121417,8.694808992220647,12.435301441030944
b_64,2025-09-01 01:04:00,Z038,Z003,5.341396806994654,1.1852320513356511,56.770631115202285,10.150108643612842,13.451804273398341
b_65,2025-09-01 01:05:00,Z039,Z002,6.107608054391006,1.1099858288553517,49.14327968958721,9.620585560207697,12.468246428074863
b_66,2025-09-01 01:06:00,Z039,Z006,8.297527744200815,1.1482957226376518,59.15735265878063,13.066371617961119,15.15553376220526
b_67,2025-09-01 01:07:00,Z020,Z013,8.790444014908264,1.0,61.9602190482801,12.80643642489377,16.949494848566477
b_68,2025-09-01 01:08:00,Z008,Z008,3.85294441503149,1.0,43.54239594558389,8.960132597207584,12.568137477596519
b_69,2025-09-01 01:09:00,Z013,Z030,4.910715268025901,1.0,40.85752879212569,8.897806234886524,14.183706053856135
b_70,2025-09-01 01:10:00,Z005,Z038,7.793806845146843,1.0948142810983457,64.21409995382764,13.100627703909677,14.400972902547267
b_71,2025-09-01 01:11:00,Z034,Z021,2.515160431651011,1.065615022313918,47.18555912180115,7.868846366915385,10.346240324754937
b_72,2025-09-01 01:12:00,Z013,Z026,5.573660270095266,1.0748407116941214,54.207262545472936,9.838269218366403,12.408425463190797
b_73,2025-09-01 01:13:00,Z007,Z013,6.305426148659822,1.3795502492563738,53.19531755899867,11.30684069088745,15.936254146346634
b_74,2025-09-01 01:14:00,Z005,Z023,9.01402995457364,1.2825140606058831,65.04946458900254,14.372382120474901,20.677901199454652
b_75,2025-09-01 01:15:00,Z030,Z019,7.878807801141511,1.0,63.62984333411285,13.882102534525348,16.276377529466867
b_76,2025-09-01 01:16:00,Z026,Z012,5.845573159555604,1.0,48.39525096651722,8.687439473159824,13.928789363555621
b_77,2025-09-01 01:17:00,Z021,Z004,5.762848211800081,1.363914824602815,51.81770570670987,11.069695202242592,9.104237210121815
b_78,2025-09-01 01:18:00,Z030,Z039,5.999609198964151,1.0054691797195976,51.39664707127286,10.864716787581118,14.047547198853119
b_79,2025-09-01 01:19:00,Z039,Z010,9.54705880091232,1.2967042046743606,69.2657687428133,13.498492140634744,14.923490461914616
b_80,2025-09-01 01:20:00,Z022,Z031,5.643950114854266,1.340165736618397,54.51754575574941,9.072890168391769,11.893739061141149
b_81,2025-09-01 01:21:00,Z001,Z036,5.892639223270542,1.0,47.21560120203876,11.560563914416631,14.366211337459603
b_82,2025-09-01 01:22:00,Z039,Z026,7.205178134570531,1.012656441550731,54.953529649935554,10.222922327668906,12.29054383156975
b_83,2025-09-01 01:23:00,Z011,Z005,6.25845910982709,1.0676123174422574,64.29034712719981,11.199558664579131,17.017228076495062
b_84,2025-09-01 01:24:00,Z034,Z039,6.105431544068555,1.0,49.59787597896754,11.79675638586439,12.523770586982705
b_85,2025-09-01 01:25:00,Z036,Z031,4.271865713697888,1.0,49.547262339166856,7.245009854276621,12.294430677523101
b_86,2025-09-01 01:26:00,Z015,Z015,6.476957063922904,1.0,52.55439528139963,10.526743517047352,12.970034342648258
b_87,2025-09-01 01:27:00,Z023,Z029,5.612837554051161,1.1983009016942865,59.52216941852421,8.742336981129746,13.770564425702968
b_88,2025-09-01 01:28:00,Z003,Z030,8.832255552380445,1.0,63.0223752275817,13.1930841051783,15.736126569204334
b_89,2025-09-01 01:29:00,Z008,Z025,7.806177005402327,1.02229657178601,57.805079409253565,13.53993443553675,15.28767136930749
b_90,2025-09-01 01:30:00,Z008,Z005,6.451712773980136,1.0,49.64072985534964,12.83009752575432,10.279382800597212
b_91,2025-09-01 01:31:00,Z028,Z031,7.836762046534687,1.0,58.89491414161023,10.274971398997705,16.83763031887025
b_92,2025-09-01 01:32:00,Z001,Z020,5.820260896573701,1.3173950916453283,58.00711461748797,9.663285801195272,14.010110975234111
b_93,2025-09-01 01:33:00,Z019,Z005,8.604252716853894,1.0,66.10663828686025,13.447372538499417,15.808175732982154
b_94,2025-09-01 01:34:00,Z036,Z038,6.489200878656747,1.0,48.991702734023626,12.419653442884295,13.326713993314767
b_95,2025-09-01 01:35:00,Z022,Z014,7.6667647083608275,1.146608931714045,67.70179284261852,12.321298881803042,13.574108300286126
b_96,2025-09-01 01:36:00,Z012,Z010,3.9182135093530257,1.0,46.34381829839968,7.780240160827013,9.602164330234338
b_97,2025-09-01 01:37:00,Z006,Z013,7.19336009775686,1.1545513056175227,52.64053596507811,11.771155597618613,14.98516106792059
b_98,2025-09-01 01:38:00,Z005,Z008,3.1235917652669167,1.2723290409358747,45.73671283137264,7.794613387759392,10.196738790023998
b_99,2025-09-01 01:39:00,Z001,Z008,2.429342110120136,1.0,39.63023244488279,6.982667176719953,10.008650487587472
b_100,2025-09-01 01:40:00,Z038,Z011,5.891046244577126,1.087929819831064,50.930168135201605,9.567470521571995,14.793148532809694
b_101,2025-09-01 01:41:00,Z036,Z009,4.700144784802809,1.0,46.84184208155183,9.617390062265535,13.122799776832442
b_102,2025-09-01 01:42:00,Z027,Z034,6.828105591424445,1.1376987662262343,56.45547017372164,11.45317465864781,14.80136112461197
b_103,2025-09-01 01:43:00,Z026,Z012,10.9895132529721,1.0684417155794466,67.64742933984277,14.79757780009854,19.701728588921526
b_104,2025-09-01 01:44:00,Z022,Z018,4.836553637175837,1.089007264861772,41.69144686576459,9.131210333757583,11.507259225325667
b_105,2025-09-01 01:45:00,Z038,Z038,5.252112827112188,1.2941500208201164,54.57968518208752,8.441984973861297,14.148226997049537
b_106,2025-09-01 01:46:00,Z036,Z007,6.910807892129398,1.1315621177549615,54.48192634920287,10.733551435775025,13.207667581980504
b_107,2025-09-01 01:47:00,Z019,Z015,7.486026582824713,1.2902201519380334,65.21276652819972,12.943873595888885,13.80719453365414
b_108,2025-09-01 01:48:00,Z024,Z021,6.147187868188484,1.1595561290628018,57.50733982345557,10.341910824503609,13.889202650671356
b_109,2025-09-01 01:49:00,Z010,Z031,6.088139339493568,1.0,57.73726751439931,9.039628088706088,11.176853066308603
b_110,2025-09-01 01:50:00,Z011,Z026,7.904925910241088,1.0964975716077536,61.29947377766961,13.448876126168296,15.016599382272297
b_111,2025-09-01 01:51:00,Z002,Z029,7.539815274067797,1.1346594760455242,65.89484866165012,12.316099155143938,12.79285188774192
b_112,2025-09-01 01:52:00,Z031,Z014,4.432648335852623,1.0,47.55102516788814,11.097470530892664,10.044518249579193
b_113,2025-09-01 01:53:00,Z022,Z029,6.341637362768316,1.287796957932055,50.21487325216587,10.769985795883205,18.82623666748085
b_114,2025-09-01 01:54:00,Z006,Z019,6.570573697322948,1.0651427864607763,57.86987994084314,10.45213174853896,11.441338075891768
b_115,2025-09-01 01:55:00,Z031,Z019,4.391030755901779,1.114176057658542,35.03803697672827,7.504282981536056,12.745202418248581
b_116,2025-09-01 01:56:00,Z025,Z021,7.019678201348727,1.0,55.61268353820892,12.641548751277732,13.53781790473351
b_117,2025-09-01 01:57:00,Z037,Z020,4.7840870456469125,1.0658652563271185,51.476041101686064,11.875189854072733,10.033348934279326
b_118,2025-09-01 01:58:00,Z028,Z037,8.444133415834086,1.102826699829362,59.92465385331141,11.778785137026803,13.912601634743618
b_119,2025-09-01 01:59:00,Z015,Z007,6.885491825210145,1.0039667289358496,63.58871614822532,10.549855002464932,15.167384758601242
b_120,2025-09-01 02:00:00,Z005,Z013,6.678612971538101,1.0671498360118992,60.05070278220561,11.606940473056634,13.445122039712471
b_121,2025-09-01 02:01:00,Z010,Z035,5.317943294287452,1.0,52.65596259025424,8.95580352944532,12.395412285822188
b_122,2025-09-01 02:02:00,Z012,Z018,6.262780352244612,1.2932793064169694,53.02356762427283,10.365943950027964,15.969542330061207
b_123,2025-09-01 02:03:00,Z009,Z014,2.5045074141858903,1.0,48.7271386958745,6.904218973325232,6.969330624491268
b_124,2025-09-01 02:04:00,Z005,Z034,4.237185058953883,1.0,45.10069820935233,9.005425440350551,7.899200935495727
b_125,2025-09-01 02:05:00,Z037,Z028,7.225679598377509,1.0,56.02236321341238,12.597930081940438,14.86226804739476
b_126,2025-09-01 02:06:00,Z026,Z025,2.2428659163557105,1.0,46.08596960069568,7.040646914434059,10.729282963400223
b_127,2025-09-01 02:07:00,Z027,Z034,8.193217042962328,1.1438377340204695,64.34399510284807,13.292805434446233,16.0714584319693
b_128,2025-09-01 02:08:00,Z007,Z004,3.0078070492521825,1.0,55.18750879628389,7.287137448326471,11.699840912159097
b_129,2025-09-01 02:09:00,Z021,Z022,8.013477005328536,1.1001522584429009,59.57006934892479,12.539927840519084,17.310304296586168
b_130,2025-09-01 02:10:00,Z012,Z032,4.809005934241352,1.0,40.71592529309992,7.189879751304028,12.295231139512644
b_131,2025-09-01 02:11:00,Z036,Z014,8.057982168684923,1.467908080101213,64.23710019745467,10.802235885035042,14.552921683053075
b_132,2025-09-01 02:12:00,Z014,Z025,6.761902415169599,1.144041353660232,63.17704609206695,11.881625586334414,14.347185022794768
b_133,2025-09-01 02:13:00,Z029,Z034,3.4263301194170226,1.4136685287736006,45.15420991512505,7.493547708434374,11.836442882226827
b_134,2025-09-01 02:14:00,Z030,Z011,8.998297499116909,1.0,71.88749765613412,13.678382672677875,17.568322686506757
b_135,2025-09-01 02:15:00,Z021,Z003,9.383414311045223,1.164482240977215,74.26464153479145,13.987417134755345,17.26705867908217
b_136,2025-09-01 02:16:00,Z007,Z033,6.3683901879995855,1.0,51.97864232098436,12.05383002743644,14.242251049174241
b_137,2025-09-01 02:17:00,Z030,Z030,5.952167455655359,1.1496391300024904,51.60162778445408,11.168809769766025,13.156921679403053
b_138,2025-09-01 02:18:00,Z032,Z017,6.180266068058727,1.16690395970088,48.3461654573098,11.579230811419466,14.674872260740756
b_139,2025-09-01 02:19:00,Z026,Z011,4.549695354442507,1.0,52.39900748452863,8.983054488334046,11.1517088963382
b_140,2025-09-01 02:20:00,Z004,Z036,8.697173519513836,1.0,66.57789332423923,12.129170990999574,18.911075989374183
b_141,2025-09-01 02:21:00,Z030,Z028,5.414216136539626,1.0,55.48447774791354,9.14123574516,13.131129578877927
b_142,2025-09-01 02:22:00,Z037,Z013,6.397619174616647,1.0,49.13602357452443,10.269813316866248,13.999288516187617
b_143,2025-09-01 02:23:00,Z013,Z008,4.913407193593913,1.0,46.81405011651237,8.292237360221417,9.292295850631117
b_144,2025-09-01 02:24:00,Z019,Z022,5.247853800559605,1.0,44.43449714945529,9.175624838383285,9.134512934130251
b_145,2025-09-01 02:25:00,Z028,Z035,3.944549696697659,1.0,39.330338032838014,8.457525675519419,10.510414892178357
b_146,2025-09-01 02:26:00,Z003,Z011,9.014138627428784,1.0692945764579795,56.922588518591525,13.36433672179172,16.19248834428159
b_147,2025-09-01 02:27:00,Z006,Z018,6.191824853587974,1.1435344987609335,46.67857465093555,10.233751578159392,16.345785077467298
b_148,2025-09-01 02:28:00,Z030,Z020,8.431843237457617,1.0,61.06640241979289,10.664976047358573,15.052722167226767
b_149,2025-09-01 02:29:00,Z001,Z004,6.526649193826519,1.0,58.09452449693268,10.801701319940943,12.430741991274822
b_150,2025-09-01 02:30:00,Z013,Z012,5.111192944594212,1.0547843117163445,54.6041540499042,9.825419437162008,13.35471876200295
b_151,2025-09-01 02:31:00,Z020,Z032,5.846629479995496,1.017480289924705,53.62571342721312,11.34644212663979,10.014389961893894
b_152,2025-09-01 02:32:00,Z002,Z017,5.379537898994201,1.0,48.76961843196783,10.41944800471061,12.602751683240626
b_153,2025-09-01 02:33:00,Z030,Z013,6.515918198369827,1.1895256371255798,55.816618569702776,10.220765692387335,11.904786822042093
b_154,2025-09-01 02:34:00,Z026,Z022,5.749466320646088,1.19603883209715,56.35545817175748,9.450743128456763,8.759189905722616
b_155,2025-09-01 02:35:00,Z008,Z003,5.900156568116404,1.1663594133627948,52.369832093083055,12.320738433680487,10.398054133808134
b_156,2025-09-01 02:36:00,Z032,Z000,3.7428506317281727,1.020855708301181,47.26564300668257,9.12520352257259,10.264761372993467
b_157,2025-09-01 02:37:00,Z035,Z033,4.886308144757759,1.4188123025974362,49.07212027145074,11.229117153019825,11.837664716971704
b_158,2025-09-01 02:38:00,Z000,Z002,9.80811509760086,1.3673921244034422,63.696318225480375,15.956748119060427,17.359246032900554
b_159,2025-09-01 02:39:00,Z018,Z003,5.157533567496565,1.0,51.69180276178031,8.823696544141516,10.79590578124087
b_160,2025-09-01 02:40:00,Z013,Z011,4.391812424753015,1.0343117390918,43.3105010204349,9.337900484555172,11.31706206837489
b_161,2025-09-01 02:41:00,Z026,Z008,7.174652665150061,1.2585877412765585,63.39003197413195,11.915354403472103,14.988895353477654
b_162,2025-09-01 02:42:00,Z017,Z033,9.314544399113064,1.0,56.76215419884954,13.942702183263645,17.222912436965228
b_163,2025-09-01 02:43:00,Z034,Z007,3.591951395037584,1.1179069208520176,48.87914882642471,8.774658480815893,12.694906675701516
b_164,2025-09-01 02:44:00,Z015,Z015,6.0829563034974585,1.0603204296569118,47.45344055471235,10.676715310059295,14.700822450639693
b_165,2025-09-01 02:45:00,Z031,Z016,5.235894892130185,1.0,59.544911913363066,9.88643464716693,10.856459435274825
b_166,2025-09-01 02:46:00,Z017,Z025,2.9779610513451944,1.0169965938597914,49.01367273472249,6.177665005116236,8.549113303311822
b_167,2025-09-01 02:47:00,Z026,Z038,7.969853418516783,1.0,56.32737172972288,12.007466893480855,14.109274039594926
b_168,2025-09-01 02:48:00,Z011,Z002,6.453112162890311,1.0,53.33844958584343,10.060181245583747,13.90815437735366
b_169,2025-09-01 02:49:00,Z011,Z002,6.6428836885852105,1.0,50.45015615133047,11.104682625333119,15.45410351390052
b_170,2025-09-01 02:50:00,Z025,Z001,4.995377055108822,1.482142145031582,50.68851236099079,9.028293089534364,14.288208849638192
b_171,2025-09-01 02:51:00,Z007,Z039,7.409568325993833,1.3195659030454303,60.831813009596615,12.287132244557393,15.092661815260053
b_172,2025-09-01 02:52:00,Z000,Z030,5.421405301025358,1.2658011234245703,65.5117375203451,10.698340480602765,11.547360851425797
b_173,2025-09-01 02:53:00,Z022,Z011,6.214193583006479,1.101497523139198,47.85206565742013,10.901466589714362,11.818015903273988
b_174,2025-09-01 02:54:00,Z018,Z014,4.283478415636974,1.2227613453964337,55.09812432038494,9.171298718389163,8.649079726820041
b_175,2025-09-01 02:55:00,Z023,Z016,4.067794479583609,1.273939012909543,45.0202485907892,8.753961716575215,13.40655142818791
b_176,2025-09-01 02:56:00,Z020,Z007,9.171063710600045,1.2258454805304,65.76757369748901,12.806159446577835,16.44566820938047
b_177,2025-09-01 02:57:00,Z023,Z031,5.48579059092305,1.2079749097491153,57.08014360035986,9.772710267597974,11.783179998704
b_178,2025-09-01 02:58:00,Z026,Z018,7.083360712711604,1.0,60.46464684072305,10.879378578133299,17.190107238226606
b_179,2025-09-01 02:59:00,Z015,Z034,6.432419130465255,1.1223109505261486,57.76034283299962,11.177164351564521,12.731588849417374
b_180,2025-09-01 03:00:00,Z006,Z026,5.617709594475632,1.0,51.9633669807104,10.07005204687004,12.567734032448412
b_181,2025-09-01 03:01:00,Z007,Z005,5.484078059325561,1.0,52.506356865448936,10.516961452001855,13.187576107254827
b_182,2025-09-01 03:02:00,Z021,Z004,7.760165182891172,1.0,60.618976939496974,10.655500353003957,12.5333791012565
b_183,2025-09-01 03:03:00,Z037,Z027,5.896264790932181,1.1219539737433966,60.03707164972148,11.194417240243835,11.036574263748898
b_184,2025-09-01 03:04:00,Z037,Z028,6.197112703657416,1.232217838463165,47.27746545780166,9.814705196440928,18.26201365260462
b_185,2025-09-01 03:05:00,Z027,Z018,6.544443114388959,1.0,53.41242744106344,10.155716616679797,14.377664767082589
b_186,2025-09-01 03:06:00,Z015,Z007,8.853016640504002,1.3669771810154352,56.91576879570853,12.770271991591866,13.672129017976474
b_187,2025-09-01 03:07:00,Z027,Z003,7.861021949266276,1.3114303682924402,55.19646398027361,11.511535166604384,14.554871487635507
b_188,2025-09-01 03:08:00,Z009,Z037,7.265200535455985,1.0,54.14330374920341,11.829805677408677,14.55472562501697
b_189,2025-09-01 03:09:00,Z000,Z039,5.372857213293517,1.0,57.84117349333973,9.261406715499124,13.337514057968878
b_190,2025-09-01 03:10:00,Z021,Z022,3.736062559987069,1.0404459078029944,57.98526750437924,7.292978753469438,10.328911133184729
b_191,2025-09-01 03:11:00,Z021,Z016,8.399059863470605,1.218667820412872,68.84664953574128,11.713351068744533,14.316505293914629
b_192,2025-09-01 03:12:00,Z020,Z010,8.432894268441752,1.0,55.89109628952857,13.90158816686509,16.113487039393874
b_193,2025-09-01 03:13:00,Z021,Z027,6.21858320175332,1.0,55.285245648427946,10.640983210215262,15.118049829643567
b_194,2025-09-01 03:14:00,Z029,Z023,7.583767683207036,1.1073315071172751,53.429118113984906,10.657860629941723,14.202800608659835
b_195,2025-09-01 03:15:00,Z003,Z029,8.06288610777081,1.0,63.09102534697691,12.26497490017115,13.955376875662255
b_196,2025-09-01 03:16:00,Z018,Z027,8.162368905329963,1.0740483960427316,67.65575351762641,10.79018560009156,14.160443947398367
b_197,2025-09-01 03:17:00,Z008,Z009,8.342766946492942,1.251221384391865,64.7177229361928,14.298056809815957,12.574903073366807
b_198,2025-09-01 03:18:00,Z027,Z007,5.588764698677735,1.1008196688113432,57.36060793189841,8.505410068518984,14.554914096092672
b_199,2025-09-01 03:19:00,Z006,Z011,9.529945965329436,1.1820231119573317,64.7377040121275,14.055704073442062,17.926058569490582
b_200,2025-09-01 03:20:00,Z018,Z009,4.006813883428583,1.132243371151362,37.69680991656527,9.149758159399951,10.672301234931746
b_201,2025-09-01 03:21:00,Z024,Z015,8.223446153987299,1.1726842250941838,51.12466723377321,10.951093784748041,16.122204461690743
b_202,2025-09-01 03:22:00,Z031,Z003,7.487864158061517,1.0744996896291534,58.45338131604069,12.039354260673653,16.852071161350707
b_203,2025-09-01 03:23:00,Z034,Z035,8.247238227049005,1.0,64.34376047692614,13.419686444509864,15.33620190588895
b_204,2025-09-01 03:24:00,Z031,Z023,10.258016614193474,1.0164828529466925,74.35494364895814,14.699790238535982,16.33181232912385
b_205,2025-09-01 03:25:00,Z025,Z033,9.468890946757298,1.0397816372337785,63.50927552017166,13.78301812616492,18.98984521825135
b_206,2025-09-01 03:26:00,Z006,Z014,4.209646185621351,1.2697616410688293,48.8530355373232,9.73777824852022,7.626330797507405
b_207,2025-09-01 03:27:00,Z013,Z026,3.122656839464286,1.341678483592607,46.30537136857832,7.971295704406519,9.214536729384152
b_208,2025-09-01 03:28:00,Z000,Z022,8.133778118107593,1.1197347048839257,66.48995806273268,12.656825594373888,17.50703737712964
b_209,2025-09-01 03:29:00,Z033,Z013,4.469975168248154,1.0,48.943235921978456,8.896266104939407,13.656576729161209
b_210,2025-09-01 03:30:00,Z014,Z021,6.475189222704973,1.0,50.09354416615727,11.459476026449952,13.663942185953143
b_211,2025-09-01 03:31:00,Z022,Z012,8.179454954010389,1.0221153968017238,66.73395671176495,11.420125311371985,15.693044634370757
b_212,2025-09-01 03:32:00,Z033,Z017,3.212405297628828,1.2947525871752066,47.39090779167629,8.682928026740168,9.670190361320925
b_213,2025-09-01 03:33:00,Z032,Z014,2.2800390913810427,1.1053765649598295,44.259182818574445,6.546733648454425,8.341062005440662
b_214,2025-09-01 03:34:00,Z009,Z015,7.018598040674454,1.0425816948974846,50.9239227374504,10.226084863546163,14.255356639464564
b_215,2025-09-01 03:35:00,Z023,Z015,6.588771779226594,1.0,56.04418645852788,11.295143557075905,15.985114173545206
