ride_id,timestamp,pickup_zone,dropoff_zone,trip_distance_km,surge_multiplier,fare_amount
b_35,2025-09-01 00:35:00,Z019,Z020,4.884930649336207,1.3578777056180673,55.760240000373045
b_36,2025-09-01 00:36:00,Z014,Z021,6.434956590108959,1.1685919287254132,56.26177109882405
b_37,2025-09-01 00:37:00,Z015,Z007,8.268779734766348,1.2167230172375894,67.06557352156338
b_38,2025-09-01 00:38:00,Z037,Z004,5.332799134513396,1.0,64.18856706374387
b_39,2025-09-01 00:39:00,Z027,Z038,6.27659610083168,1.1915261066462668,54.07917062677504
b_40,2025-09-01 00:40:00,Z019,Z030,6.720928286498961,1.1214996665559696,52.28379313057776
b_41,2025-09-01 00:41:00,Z001,Z033,6.627563548510124,1.0,58.731445563034576
b_42,2025-09-01 00:42:00,Z006,Z038,4.049888347164613,1.4845646598744728,47.6283042756145
b_43,2025-09-01 00:43:00,Z032,Z014,6.6522804607540165,1.1476675600306274,57.152390690008055
b_44,2025-09-01 00:44:00,Z028,Z001,9.217646843483076,1.0169661139497908,61.48235452826211
b_45,2025-09-01 00:45:00,Z026,Z025,3.4057106437430353,1.0852939593249618,48.917864270779134
b_46,2025-09-01 00:46:00,Z031,Z008,8.218765376043196,1.2084127737232746,61.7843560250695
b_47,2025-09-01 00:47:00,Z029,Z029,6.7387080513931625,1.248983780965473,45.43270626367384
b_48,2025-09-01 00:48:00,Z032,Z009,5.217059211785557,1.1503444086806236,50.583940986319334
b_49,2025-09-01 00:49:00,Z004,Z014,10.500833092684847,1.2654382483608935,70.46005120948286
b_50,2025-09-01 00:50:00,Z028,Z034,8.024519424169423,1.314392741895504,66.93259824026659
b_51,2025-09-01 00:51:00,Z028,Z023,4.101422195789553,1.0,45.23682882598192
b_52,2025-09-01 00:52:00,Z023,Z010,6.649032457542927,1.0,52.21833864492741
b_53,2025-09-01 00:53:00,Z020,Z015,7.65337916734037,1.0,65.58938419533654
b_54,2025-09-01 00:54:00,Z017,Z012,6.122435749298502,1.0698428190259353,51.53480578796237
b_55,2025-09-01 00:55:00,Z028,Z033,7.865820534390412,1.309212655886082,60.832084309263344
b_56,2025-09-01 00:56:00,Z029,Z018,6.366965359701169,1.1629122946971142,57.948047849815765
b_57,2025-09-01 00:57:00,Z021,Z009,7.834495121668656,1.0,64.02203295188424
b_58,2025-09-01 00:58:00,Z003,Z017,9.377045183312305,1.008974413601949,65.16270318535354
b_59,2025-09-01 00:59:00,Z035,Z018,5.148675497988695,1.2303161259095527,45.80386528327184
b_60,2025-09-01 01:00:00,Z006,Z003,6.906277220779218,1.0,62.46959231786041
b_61,2025-09-01 01:01:00,Z032,Z002,5.57338484692317,1.039244681873877,50.68875855189215
b_62,2025-09-01 01:02:00,Z016,Z028,6.754536822451661,1.1036990919645169,54.016535341794736
b_63,2025-09-01 01:03:00,Z022,Z023,4.12561094429972,1.0,58.74455623121417
b_64,2025-09-01 01:04:00,Z038,Z003,5.341396806994654,1.1852320513356513,56.770631115202285
b_65,2025-09-01 01:05:00,Z039,Z002,6.107608054391006,1.1099858288553517,49.14327968958721
b_66,2025-09-01 01:06:00,Z039,Z006,8.297527744200815,1.1482957226376518,59.15735265878063
b_67,2025-09-01 01:07:00,Z020,Z013,8.790444014908264,1.0,61.9602190482801
b_68,2025-09-01 01:08:00,Z008,Z008,3.85294441503149,1.0,43.542395945583884
b_69,2025-09-01 01:09:00,Z013,Z030,4.910715268025901,1.0,40.85752879212569
b_70,2025-09-01 01:10:00,Z005,Z038,7.793806845146843,1.0948142810983457,64.21409995382764
b_71,2025-09-01 01:11:00,Z034,Z021,2.515160431651011,1.065615022313918,47.18555912180115
b_72,2025-09-01 01:12:00,Z013,Z026,5.573660270095266,1.0748407116941214,54.207262545472936
b_73,2025-09-01 01:13:00,Z007,Z013,6.305426148659822,1.3795502492563738,53.19531755899867
b_74,2025-09-01 01:14:00,Z005,Z023,9.01402995457364,1.2825140606058831,65.04946458900254
b_75,2025-09-01 01:15:00,Z030,Z019,7.8788078011415115,1.0,63.62984333411285
b_76,2025-09-01 01:16:00,Z026,Z012,5.845573159555604,1.0,48.39525096651722
b_77,2025-09-01 01:17:00,Z021,Z004,5.762848211800081,1.363914824602815,51.81770570670987
b_78,2025-09-01 01:18:00,Z030,Z039,5.9996091989641505,1.0054691797195976,51.39664707127286
b_79,2025-09-01 01:19:00,Z039,Z010,9.547058800912321,1.2967042046743606,69.2657687428133
b_80,2025-09-01 01:20:00,Z022,Z031,5.643950114854266,1.340165736618397,54.51754575574941
b_81,2025-09-01 01:21:00,Z001,Z036,5.892639223270542,1.0,47.21560120203876
b_82,2025-09-01 01:22:00,Z039,Z026,7.205178134570531,1.0126564415507313,54.953529649935554
b_83,2025-09-01 01:23:00,Z011,Z005,6.25845910982709,1.0676123174422574,64.29034712719981
b_84,2025-09-01 01:24:00,Z034,Z039,6.105431544068555,1.0,49.59787597896754
b_85,2025-09-01 01:25:00,Z036,Z031,4.2718657136978875,1.0,49.547262339166856
b_86,2025-09-01 01:26:00,Z015,Z015,6.476957063922904,1.0,52.55439528139963
b_87,2025-09-01 01:27:00,Z023,Z029,5.612837554051161,1.1983009016942863,59.522169418524214
b_88,2025-09-01 01:28:00,Z003,Z030,8.832255552380445,1.0,63.0223752275817
b_89,2025-09-01 01:29:00,Z008,Z025,7.806177005402327,1.02229657178601,57.805079409253565
b_90,2025-09-01 01:30:00,Z008,Z005,6.451712773980136,1.0,49.64072985534964
b_91,2025-09-01 01:31:00,Z028,Z031,7.836762046534687,1.0,58.89491414161023
b_92,2025-09-01 01:32:00,Z001,Z020,5.820260896573701,1.3173950916453285,58.00711461748797
b_93,2025-09-01 01:33:00,Z019,Z005,8.604252716853894,1.0,66.10663828686025
b_94,2025-09-01 01:34:00,Z036,Z038,6.489200878656747,1.0,48.991702734023626
b_95,2025-09-01 01:35:00,Z022,Z014,7.6667647083608275,1.146608931714045,67.70179284261852
b_96,2025-09-01 01:36:00,Z012,Z010,3.9182135093530257,1.0,46.343818298399675
b_97,2025-09-01 01:37:00,Z006,Z013,7.19336009775686,1.1545513056175227,52.64053596507811
b_98,2025-09-01 01:38:00,Z005,Z008,3.1235917652669167,1.2723290409358747,45.736712831372635
b_99,2025-09-01 01:39:00,Z001,Z008,2.4293421101201353,1.0,39.630232444882786
b_100,2025-09-01 01:40:00,Z038,Z011,5.891046244577126,1.087929819831064,50.930168135201605
b_101,2025-09-01 01:41:00,Z036,Z009,4.700144784802809,1.0,46.841842081551825
b_102,2025-09-01 01:42:00,Z027,Z034,6.828105591424445,1.1376987662262343,56.455470173721636
b_103,2025-09-01 01:43:00,Z026,Z012,10.989513252972099,1.0684417155794466,67.64742933984277
b_104,2025-09-01 01:44:00,Z022,Z018,4.836553637175837,1.0890072648617721,41.69144686576459
b_105,2025-09-01 01:45:00,Z038,Z038,5.252112827112188,1.2941500208201164,54.57968518208752
b_106,2025-09-01 01:46:00,Z036,Z007,6.910807892129398,1.1315621177549617,54.481926349202865
b_107,2025-09-01 01:47:00,Z019,Z015,7.486026582824713,1.2902201519380334,65.21276652819972
b_108,2025-09-01 01:48:00,Z024,Z021,6.1471878681884835,1.1595561290628018,57.50733982345557
b_109,2025-09-01 01:49:00,Z010,Z031,6.0881393394935674,1.0,57.73726751439931
b_110,2025-09-01 01:50:00,Z011,Z026,7.904925910241088,1.0964975716077536,61.29947377766961
b_111,2025-09-01 01:51:00,Z002,Z029,7.539815274067797,1.1346594760455242,65.89484866165012
b_112,2025-09-01 01:52:00,Z031,Z014,4.4326483358526225,1.0,47.55102516788814
b_113,2025-09-01 01:53:00,Z022,Z029,6.341637362768316,1.287796957932055,50.21487325216587
b_114,2025-09-01 01:54:00,Z006,Z019,6.570573697322948,1.0651427864607763,57.86987994084314
b_115,2025-09-01 01:55:00,Z031,Z019,4.391030755901779,1.114176057658542,35.03803697672827
b_116,2025-09-01 01:56:00,Z025,Z021,7.019678201348727,1.0,55.61268353820892
b_117,2025-09-01 01:57:00,Z037,Z020,4.7840870456469125,1.0658652563271183,51.476041101686064
b_118,2025-09-01 01:58:00,Z028,Z037,8.444133415834086,1.1028266998293619,59.92465385331141
b_119,2025-09-01 01:59:00,Z015,Z007,6.885491825210145,1.0039667289358496,63.58871614822532
b_120,2025-09-01 02:00:00,Z005,Z013,6.678612971538101,1.0671498360118992,60.05070278220561
b_121,2025-09-01 02:01:00,Z010,Z035,5.317943294287452,1.0,52.655962590254234
b_122,2025-09-01 02:02:00,Z012,Z018,6.2627803522446115,1.2932793064169694,53.02356762427283
b_123,2025-09-01 02:03:00,Z009,Z014,2.5045074141858903,1.0,48.7271386958745
b_124,2025-09-01 02:04:00,Z005,Z034,4.237185058953883,1.0,45.10069820935233
b_125,2025-09-01 02:05:00,Z037,Z028,7.225679598377509,1.0,56.02236321341238
b_126,2025-09-01 02:06:00,Z026,Z025,2.2428659163557105,1.0,46.085969600695684
b_127,2025-09-01 02:07:00,Z027,Z034,8.193217042962328,1.1438377340204697,64.34399510284807
b_128,2025-09-01 02:08:00,Z007,Z004,3.0078070492521825,1.0,55.18750879628389
b_129,2025-09-01 02:09:00,Z021,Z022,8.013477005328536,1.1001522584429007,59.57006934892479
b_130,2025-09-01 02:10:00,Z012,Z032,4.809005934241352,1.0,40.715925293099914
b_131,2025-09-01 02:11:00,Z036,Z014,8.057982168684923,1.467908080101213,64.23710019745467
b_132,2025-09-01 02:12:00,Z014,Z025,6.761902415169599,1.144041353660232,63.177046092066945
b_133,2025-09-01 02:13:00,Z029,Z034,3.4263301194170226,1.4136685287736006,45.15420991512505
b_134,2025-09-01 02:14:00,Z030,Z011,8.998297499116909,1.0,71.88749765613412
b_135,2025-09-01 02:15:00,Z021,Z003,9.383414311045223,1.164482240977215,74.26464153479145
b_136,2025-09-01 02:16:00,Z007,Z033,6.3683901879995855,1.0,51.97864232098436
b_137,2025-09-01 02:17:00,Z030,Z030,5.952167455655359,1.1496391300024904,51.601627784454074
b_138,2025-09-01 02:18:00,Z032,Z017,6.180266068058727,1.1669039597008801,48.3461654573098
b_139,2025-09-01 02:19:00,Z026,Z011,4.549695354442507,1.0,52.39900748452863
b_140,2025-09-01 02:20:00,Z004,Z036,8.697173519513836,1.0,66.57789332423923
b_141,2025-09-01 02:21:00,Z030,Z028,5.414216136539626,1.0,55.484477747913544
b_142,2025-09-01 02:22:00,Z037,Z013,6.397619174616647,1.0,49.13602357452443
b_143,2025-09-01 02:23:00,Z013,Z008,4.913407193593913,1.0,46.81405011651237
b_144,2025-09-01 02:24:00,Z019,Z022,5.247853800559605,1.0,44.43449714945529
b_145,2025-09-01 02:25:00,Z028,Z035,3.944549696697659,1.0,39.330338032838014
b_146,2025-09-01 02:26:00,Z003,Z011,9.014138627428785,1.0692945764579795,56.922588518591525
b_147,2025-09-01 02:27:00,Z006,Z018,6.191824853587974,1.1435344987609335,46.67857465093555
b_148,2025-09-01 02:28:00,Z030,Z020,8.431843237457617,1.0,61.06640241979289
b_149,2025-09-01 02:29:00,Z001,Z004,6.526649193826519,1.0,58.09452449693268
b_150,2025-09-01 02:30:00,Z013,Z012,5.111192944594212,1.0547843117163445,54.604154049904196
b_151,2025-09-01 02:31:00,Z020,Z032,5.846629479995496,1.017480289924705,53.625713427213114
b_152,2025-09-01 02:32:00,Z002,Z017,5.379537898994201,1.0,48.76961843196783
b_153,2025-09-01 02:33:00,Z030,Z013,6.515918198369827,1.1895256371255798,55.816618569702776
b_154,2025-09-01 02:34:00,Z026,Z022,5.749466320646088,1.19603883209715,56.35545817175748
b_155,2025-09-01 02:35:00,Z008,Z003,5.900156568116404,1.1663594133627948,52.369832093083055
b_156,2025-09-01 02:36:00,Z032,Z000,3.7428506317281727,1.0208557083011813,47.26564300668257
b_157,2025-09-01 02:37:00,Z035,Z033,4.886308144757759,1.4188123025974362,49.07212027145074
b_158,2025-09-01 02:38:00,Z000,Z002,9.80811509760086,1.3673921244034422,63.696318225480375
b_159,2025-09-01 02:39:00,Z018,Z003,5.157533567496565,1.0,51.69180276178031
b_160,2025-09-01 02:40:00,Z013,Z011,4.391812424753015,1.0343117390918,43.3105010204349
b_161,2025-09-01 02:41:00,Z026,Z008,7.174652665150061,1.2585877412765583,63.39003197413195
b_162,2025-09-01 02:42:00,Z017,Z033,9.314544399113064,1.0,56.762154198849544
b_163,2025-09-01 02:43:00,Z034,Z007,3.591951395037584,1.1179069208520176,48.87914882642471
b_164,2025-09-01 02:44:00,Z015,Z015,6.0829563034974585,1.0603204296569118,47.45344055471235
b_165,2025-09-01 02:45:00,Z031,Z016,5.235894892130185,1.0,59.544911913363066
b_166,2025-09-01 02:46:00,Z017,Z025,2.9779610513451944,1.0169965938597914,49.01367273472249
b_167,2025-09-01 02:47:00,Z026,Z038,7.969853418516783,1.0,56.327371729722884
b_168,2025-09-01 02:48:00,Z011,Z002,6.453112162890311,1.0,53.33844958584343
b_169,2025-09-01 02:49:00,Z011,Z002,6.6428836885852105,1.0,50.45015615133047
b_170,2025-09-01 02:50:00,Z025,Z001,4.995377055108822,1.482142145031582,50.688512360990785
b_171,2025-09-01 02:51:00,Z007,Z039,7.409568325993833,1.3195659030454305,60.831813009596615
b_172,2025-09-01 02:52:00,Z000,Z030,5.421405301025358,1.2658011234245705,65.5117375203451
b_173,2025-09-01 02:53:00,Z022,Z011,6.2141935830064785,1.101497523139198,47.852065657420134
b_174,2025-09-01 02:54:00,Z018,Z014,4.283478415636974,1.2227613453964337,55.09812432038494
b_175,2025-09-01 02:55:00,Z023,Z016,4.067794479583609,1.273939012909543,45.0202485907892
b_176,2025-09-01 02:56:00,Z020,Z007,9.171063710600045,1.2258454805304,65.76757369748901
b_177,2025-09-01 02:57:00,Z023,Z031,5.48579059092305,1.2079749097491153,57.08014360035986
b_178,2025-09-01 02:58:00,Z026,Z018,7.083360712711604,1.0,60.46464684072305
b_179,2025-09-01 02:59:00,Z015,Z034,6.432419130465255,1.1223109505261486,57.76034283299962
b_180,2025-09-01 03:00:00,Z006,Z026,5.617709594475632,1.0,51.9633669807104
b_181,2025-09-01 03:01:00,Z007,Z005,5.484078059325561,1.0,52.506356865448936
b_182,2025-09-01 03:02:00,Z021,Z004,7.760165182891172,1.0,60.618976939496974
b_183,2025-09-01 03:03:00,Z037,Z027,5.896264790932181,1.1219539737433966,60.03707164972148
b_184,2025-09-01 03:04:00,Z037,Z028,6.197112703657416,1.232217838463165,47.27746545780166
b_185,2025-09-01 03:05:00,Z027,Z018,6.544443114388959,1.0,53.41242744106344
b_186,2025-09-01 03:06:00,Z015,Z007,8.853016640504002,1.3669771810154352,56.91576879570853
b_187,2025-09-01 03:07:00,Z027,Z003,7.861021949266276,1.3114303682924402,55.19646398027361
b_188,2025-09-01 03:08:00,Z009,Z037,7.265200535455985,1.0,54.14330374920341
b_189,2025-09-01 03:09:00,Z000,Z039,5.372857213293517,1.0,57.841173493339724
b_190,2025-09-01 03:10:00,Z021,Z022,3.736062559987069,1.0404459078029944,57.98526750437924
b_191,2025-09-01 03:11:00,Z021,Z016,8.399059863470605,1.218667820412872,68.84664953574128
b_192,2025-09-01 03:12:00,Z020,Z010,8.432894268441752,1.0,55.89109628952857
b_193,2025-09-01 03:13:00,Z021,Z027,6.21858320175332,1.0,55.285245648427946
b_194,2025-09-01 03:14:00,Z029,Z023,7.583767683207036,1.1073315071172753,53.429118113984906
b_195,2025-09-01 03:15:00,Z003,Z029,8.06288610777081,1.0,63.09102534697691
b_196,2025-09-01 03:16:00,Z018,Z027,8.162368905329963,1.0740483960427316,67.65575351762641
b_197,2025-09-01 03:17:00,Z008,Z009,8.342766946492942,1.251221384391865,64.7177229361928
b_198,2025-09-01 03:18:00,Z027,Z007,5.588764698677735,1.1008196688113432,57.36060793189841
b_199,2025-09-01 03:19:00,Z006,Z011,9.529945965329436,1.1820231119573315,64.7377040121275
b_200,2025-09-01 03:20:00,Z018,Z009,4.006813883428583,1.132243371151362,37.69680991656527
b_201,2025-09-01 03:21:00,Z024,Z015,8.223446153987299,1.1726842250941838,51.12466723377321
b_202,2025-09-01 03:22:00,Z031,Z003,7.487864158061517,1.0744996896291534,58.45338131604069
b_203,2025-09-01 03:23:00,Z034,Z035,8.247238227049005,1.0,64.34376047692614
b_204,2025-09-01 03:24:00,Z031,Z023,10.258016614193474,1.0164828529466925,74.35494364895814
b_205,2025-09-01 03:25:00,Z025,Z033,9.468890946757298,1.0397816372337785,63.50927552017166
b_206,2025-09-01 03:26:00,Z006,Z014,4.2096461856213505,1.2697616410688293,48.853035537323194
b_207,2025-09-01 03:27:00,Z013,Z026,3.122656839464286,1.341678483592607,46.30537136857832
b_208,2025-09-01 03:28:00,Z000,Z022,8.133778118107593,1.1197347048839257,66.48995806273268
b_209,2025-09-01 03:29:00,Z033,Z013,4.469975168248154,1.0,48.943235921978456
b_210,2025-09-01 03:30:00,Z014,Z021,6.475189222704973,1.0,50.09354416615727
b_211,2025-09-01 03:31:00,Z022,Z012,8.179454954010389,1.0221153968017238,66.73395671176495
b_212,2025-09-01 03:32:00,Z033,Z017,3.2124052976288278,1.2947525871752066,47.39090779167629
b_213,2025-09-01 03:33:00,Z032,Z014,2.2800390913810427,1.1053765649598297,44.259182818574445
b_214,2025-09-01 03:34:00,Z009,Z015,7.018598040674454,1.0425816948974846,50.9239227374504
b_215,2025-09-01 03:35:00,Z023,Z015,6.588771779226594,1.0,56.04418645852788
b_216,2025-09-01 03:36:00,Z014,Z008,6.008393857236155,1.2000423544028962,45.39389477700884
b_217,2025-09-01 03:37:00,Z006,Z018,6.577069527540436,1.0979070945310234,45.73555113278336
b_218,2025-09-01 03:38:00,Z028,Z012,4.778968785265441,1.043294329388996,49.07254153429917
b_219,2025-09-01 03:39:00,Z017,Z016,3.4730111854557864,1.0677072126331806,43.875908997396486
b_220,2025-09-01 03:40:00,Z028,Z039,6.166690298239357,1.3538838642926914,57.64764857226799
b_221,2025-09-01 03:41:00,Z010,Z013,4.556582617901217,1.0262828084815903,56.983932058982056
b_222,2025-09-01 03:42:00,Z025,Z028,3.213037355177786,1.3542784735228097,45.102960827891025
b_223,2025-09-01 03:43:00,Z012,Z030,7.511362142786553,1.2666083651771003,68.21802698079347
b_224,2025-09-01 03:44:00,Z024,Z013,6.377202743155649,1.0595573096823372,52.385075652363085
b_225,2025-09-01 03:45:00,Z002,Z035,7.313057073265628,1.2003114617573187,62.317550400886596
b_226,2025-09-01 03:46:00,Z016,Z000,4.521410117148126,1.031932390485939,42.9571354878673
b_227,2025-09-01 03:47:00,Z030,Z034,5.183882416326684,1.0,52.235883911784924
b_228,2025-09-01 03:48:00,Z014,Z009,4.501913945559669,1.009863037391817,47.779951457981596
b_229,2025-09-01 03:49:00,Z022,Z006,4.726716265883904,1.0,49.050295350561974
b_230,2025-09-01 03:50:00,Z016,Z009,6.890815835498804,1.135096090452298,60.072211587444066
b_231,2025-09-01 03:51:00,Z012,Z023,4.934050767330108,1.0535961344653357,41.10551001462106
b_232,2025-09-01 03:52:00,Z027,Z024,7.212132577640549,1.1447365466937618,58.671154106027416
b_233,2025-09-01 03:53:00,Z028,Z006,7.179511850836432,1.1900588614596899,53.8018965919302
b_234,2025-09-01 03:54:00,Z039,Z026,10.550321973760205,1.0,69.36024992172305
b_235,2025-09-01 03:55:00,Z018,Z035,3.714421908266381,1.101557164560082,48.90160567181742
b_236,2025-09-01 03:56:00,Z023,Z017,8.27580475567009,1.0,59.575245752649714
b_237,2025-09-01 03:57:00,Z002,Z020,6.321024076223163,1.0778784125333378,53.313389925454324
b_238,2025-09-01 03:58:00,Z026,Z036,6.471940539738006,1.0,49.79075475619971
b_239,2025-09-01 03:59:00,Z032,Z000,3.6002723561867778,1.067837593795434,49.33706198472514
b_240,2025-09-01 04:00:00,Z005,Z009,5.579612374550692,1.290226661062784,49.39992353384635
b_241,2025-09-01 04:01:00,Z032,Z032,7.986394526887908,1.0,62.83345022212481
b_242,2025-09-01 04:02:00,Z023,Z025,6.33504325596539,1.0817699465678643,47.95261064777648
b_243,2025-09-01 04:03:00,Z022,Z026,6.662108740822531,1.0389765540007503,63.33664176956886
b_244,2025-09-01 04:04:00,Z025,Z012,5.918566638798917,1.0,48.69548354693571
b_245,2025-09-01 04:05:00,Z025,Z004,8.809139493972573,1.158582386088843,69.12412458140288
b_246,2025-09-01 04:06:00,Z038,Z007,6.45705486591301,1.0566814010419243,53.3608245392411
b_247,2025-09-01 04:07:00,Z022,Z034,2.099168655035876,1.0,44.51490609822359
b_248,2025-09-01 04:08:00,Z024,Z029,5.115854899051019,1.0,50.63200293178537
b_249,2025-09-01 04:09:00,Z011,Z002,2.562406785839514,1.702134185844115,46.68273231228924
b_250,2025-09-01 04:10:00,Z010,Z009,0.5,1.0,36.62168237442492
b_251,2025-09-01 04:11:00,Z002,Z035,5.439769300455376,1.0,58.92019885522339
b_252,2025-09-01 04:12:00,Z030,Z016,9.167119700205447,1.0,67.77937979966276
b_253,2025-09-01 04:13:00,Z025,Z039,6.594239812261186,1.0,59.595477664748906
b_254,2025-09-01 04:14:00,Z001,Z010,4.154908585190041,1.0,56.85886593614738
b_255,2025-09-01 04:15:00,Z011,Z017,4.618600263595155,1.0389099495906031,46.1999428864187
b_256,2025-09-01 04:16:00,Z003,Z023,8.761226460500017,1.0,69.7104342315914
b_257,2025-09-01 04:17:00,Z029,Z024,6.81525324679693,1.140231252138329,57.174000050292435
b_258,2025-09-01 04:18:00,Z004,Z025,6.595998483124114,1.0,48.51971594372654
b_259,2025-09-01 04:19:00,Z012,Z015,6.393076422323886,1.0,57.90879956709762
b_260,2025-09-01 04:20:00,Z006,Z025,6.576800523110693,1.0,54.99786487570064
b_261,2025-09-01 04:21:00,Z015,Z019,8.110811293887597,1.0,69.60895301766085
b_262,2025-09-01 04:22:00,Z028,Z024,7.605134594712151,1.1939815638858415,56.8143467730736
b_263,2025-09-01 04:23:00,Z036,Z033,6.931409400048989,1.1305210651463902,57.43197041610304
b_264,2025-09-01 04:24:00,Z006,Z001,4.414263284819979,1.0,50.32674579777357
b_265,2025-09-01 04:25:00,Z004,Z031,7.522217529819454,1.0543817151200938,49.297225141210596
b_266,2025-09-01 04:26:00,Z022,Z026,5.131505844015011,1.0857515130101287,54.02573200159752
b_267,2025-09-01 04:27:00,Z010,Z016,8.687691351800957,1.4273346144040946,57.70117494866658
b_268,2025-09-01 04:28:00,Z019,Z020,3.957898356551745,1.0,54.88326146490085
b_269,2025-09-01 04:29:00,Z027,Z033,6.224758047448823,1.127564894514128,63.46138895238366
b_270,2025-09-01 04:30:00,Z016,Z017,6.485283427417458,1.1722854141016095,55.70888191731017
b_271,2025-09-01 04:31:00,Z017,Z012,3.850708898711727,1.0,39.191895470732206
b_272,2025-09-01 04:32:00,Z002,Z037,9.943943287712958,1.0815372288685767,67.75136994714785
b_273,2025-09-01 04:33:00,Z034,Z031,9.420813534519105,1.0773614493504482,66.04925106865053
b_274,2025-09-01 04:34:00,Z008,Z008,5.572832476781834,1.0,56.526872785610244
b_275,2025-09-01 04:35:00,Z004,Z012,8.043442331129047,1.144694025619597,59.219004755396035
b_276,2025-09-01 04:36:00,Z006,Z024,7.257352139340424,1.2266340632575636,52.118691392122976
b_277,2025-09-01 04:37:00,Z000,Z033,1.2728810733094837,1.245496470645765,38.3436529503745
b_278,2025-09-01 04:38:00,Z008,Z034,7.000796032555181,1.0214547754363572,52.654342918402264
b_279,2025-09-01 04:39:00,Z031,Z010,6.377311840333503,1.0816434193615394,64.4930646172447
b_280,2025-09-01 04:40:00,Z027,Z026,6.666434706949061,1.49570711144917,52.70524123152965
b_281,2025-09-01 04:41:00,Z006,Z020,4.346250160345644,1.0,45.563187608039925
b_282,2025-09-01 04:42:00,Z002,Z016,5.96130590755919,1.0868465545534356,53.835545668180586
b_283,2025-09-01 04:43:00,Z011,Z007,6.143482473235406,1.201410274265406,48.29877314846272
b_284,2025-09-01 04:44:00,Z010,Z027,8.876188434424638,1.0752123057575338,61.11818465488246
b_285,2025-09-01 04:45:00,Z007,Z002,7.168854120782028,1.159971695258112,57.24623198866342
b_286,2025-09-01 04:46:00,Z002,Z010,6.488889939594673,1.0788575514192318,53.25821357858935
b_287,2025-09-01 04:47:00,Z017,Z016,9.55793999582188,1.1770937278004658,64.29618039534368
