ride_id,timestamp,pickup_zone,dropoff_zone,trip_distance_km,surge_multiplier,fare_amount
t_83,2025-10-01 01:23:00,Z030,Z020,9.83588980604555,1.206028325669476,70.92022418251887
t_84,2025-10-01 01:24:00,Z006,Z013,8.821600069544195,1.2606458428637364,81.22061877323478
t_85,2025-10-01 01:25:00,Z021,Z019,3.2808576175028046,1.0,44.11333848086472
t_86,2025-10-01 01:26:00,Z021,Z018,7.946009297126882,1.2314878970297896,51.08819114618379
t_87,2025-10-01 01:27:00,Z026,Z008,7.522885685558685,1.0,48.697401866772985
t_88,2025-10-01 01:28:00,Z026,Z007,6.709358744311508,1.0611449845913785,47.64023529606237
t_89,2025-10-01 01:29:00,Z030,Z026,8.43698072288236,1.3686353246089553,64.50356612408223
t_90,2025-10-01 01:30:00,Z020,Z019,8.484290477955453,1.0,54.71087656888196
t_91,2025-10-01 01:31:00,Z020,Z016,12.765408261283232,1.0914718842678228,70.66709467660812
t_92,2025-10-01 01:32:00,Z019,Z009,7.684894051129743,1.0512699510583883,66.16473477602489
t_93,2025-10-01 01:33:00,Z038,Z026,5.52235737326962,1.0,44.1254589297565
t_94,2025-10-01 01:34:00,Z028,Z025,6.0444172962635765,1.2496066863119941,56.863294550503895
t_95,2025-10-01 01:35:00,Z016,Z033,8.786965473981187,1.0,70.93454843782659
t_96,2025-10-01 01:36:00,Z033,Z013,11.5229784787797,1.0,82.04743375948514
t_97,2025-10-01 01:37:00,Z014,Z012,8.538315621705888,1.0,66.33233741677516
t_98,2025-10-01 01:38:00,Z021,Z026,8.381447701289497,1.1789260794903014,56.170657708240554
t_99,2025-10-01 01:39:00,Z009,Z021,7.774990999410932,1.2046936656114366,56.490132074762926
t_100,2025-10-01 01:40:00,Z013,Z039,6.168784905334717,1.3882807508358792,65.37381351530153
t_101,2025-10-01 01:41:00,Z028,Z031,7.342514830142782,1.0451645343238145,70.2688637091087
t_102,2025-10-01 01:42:00,Z039,Z038,4.443922037345587,1.0,48.4978141154411
t_103,2025-10-01 01:43:00,Z018,Z031,8.856355635021549,1.4206990650069136,71.18640785661731
t_104,2025-10-01 01:44:00,Z035,Z031,8.242887356372867,1.0,68.40758756376333
t_105,2025-10-01 01:45:00,Z017,Z030,7.5878107239073005,1.230187651839148,59.667230867455224
t_106,2025-10-01 01:46:00,Z012,Z009,5.242310625174884,1.4520152122499568,59.93942516854308
t_107,2025-10-01 01:47:00,Z029,Z010,6.5862189417422154,1.254809033013459,53.03431742997491
t_108,2025-10-01 01:48:00,Z019,Z003,5.886553171816486,1.0,59.419168147732535
t_109,2025-10-01 01:49:00,Z005,Z037,7.864134057960748,1.0,66.2425419295176
t_110,2025-10-01 01:50:00,Z036,Z019,6.532608892796063,1.0,57.248879141818556
t_111,2025-10-01 01:51:00,Z023,Z025,7.9948497554427105,1.2642248693053808,59.77272996527783
t_112,2025-10-01 01:52:00,Z020,Z005,9.278243548101605,1.0,76.65531901745457
t_113,2025-10-01 01:53:00,Z037,Z016,10.038700720872844,1.2485131500149893,65.35328595841067
t_114,2025-10-01 01:54:00,Z038,Z011,4.8741735177744525,1.1320611833907834,47.23416238398995
t_115,2025-10-01 01:55:00,Z039,Z030,6.427988936230447,1.1208383614027297,49.49327442345735
t_116,2025-10-01 01:56:00,Z011,Z007,4.716403178110971,1.0847732124778924,50.64255225482654
t_117,2025-10-01 01:57:00,Z018,Z025,9.995946914188096,1.0,68.81649716832588
t_118,2025-10-01 01:58:00,Z029,Z028,5.268997930964829,1.387567954397908,49.034273039819396
t_119,2025-10-01 01:59:00,Z020,Z018,10.223366051483069,1.1125631931759967,77.35485249862221
t_120,2025-10-01 02:00:00,Z004,Z016,6.053416169430732,1.4218061571886687,57.27973735770313
t_121,2025-10-01 02:01:00,Z039,Z008,9.499636191669913,1.0,71.73658024861669
t_122,2025-10-01 02:02:00,Z006,Z018,5.964248654799208,1.0,48.02241812501167
t_123,2025-10-01 02:03:00,Z021,Z020,6.681605356612367,1.3948236413409407,56.78676116108424
t_124,2025-10-01 02:04:00,Z010,Z037,7.466289425929738,1.0,70.67073428502736
t_125,2025-10-01 02:05:00,Z034,Z017,7.389265790404053,1.1090142053364682,67.41659754940251
t_126,2025-10-01 02:06:00,Z020,Z012,6.857151102924369,1.0164770816426372,62.10835257483243
t_127,2025-10-01 02:07:00,Z016,Z029,8.692081822692233,1.0566987851994645,72.43184563889271
t_128,2025-10-01 02:08:00,Z036,Z029,9.885382338484677,1.023842049045017,74.04733469525586
t_129,2025-10-01 02:09:00,Z024,Z028,9.129917163950157,1.0,68.97881151489867
t_130,2025-10-01 02:10:00,Z004,Z028,6.104479338294675,1.0,59.28435015092376
t_131,2025-10-01 02:11:00,Z004,Z022,3.016903687330993,1.126672400342105,49.25718456852233
t_132,2025-10-01 02:12:00,Z025,Z008,7.443806667413501,1.0,59.079186256580705
t_133,2025-10-01 02:13:00,Z003,Z008,0.7980985583595279,1.4732365276053334,49.33347265345754
t_134,2025-10-01 02:14:00,Z004,Z012,8.70779294408184,1.0997303402254173,80.1712544851089
t_135,2025-10-01 02:15:00,Z017,Z002,8.590688424102156,1.3906356044326387,66.41913290749311
t_136,2025-10-01 02:16:00,Z039,Z006,4.452832995477133,1.0,51.20641749595738
t_137,2025-10-01 02:17:00,Z026,Z030,8.503671675214186,1.249364433961986,79.18614245597269
t_138,2025-10-01 02:18:00,Z007,Z006,5.7017007191737346,1.0,58.37545311862738
t_139,2025-10-01 02:19:00,Z029,Z007,10.044137675062686,1.0,73.95076272901521
t_140,2025-10-01 02:20:00,Z029,Z003,5.467958143463397,1.0375936746074033,57.7347927842964
t_141,2025-10-01 02:21:00,Z014,Z031,5.3151896574321595,1.0453476461178106,54.99410483029494
t_142,2025-10-01 02:22:00,Z018,Z020,5.718138308801899,1.7196515011028182,53.805949516773616
t_143,2025-10-01 02:23:00,Z035,Z008,7.731097814244971,1.0,67.40351606524938
t_144,2025-10-01 02:24:00,Z024,Z021,4.855065851845225,1.0,44.185344940025594
t_145,2025-10-01 02:25:00,Z016,Z014,12.272681491614161,1.228914300664618,84.43437984484255
t_146,2025-10-01 02:26:00,Z009,Z022,6.355960507168005,1.051226546686328,66.9929013515728
t_147,2025-10-01 02:27:00,Z012,Z015,11.139476796048228,1.1102856280984388,72.96464280127198
t_148,2025-10-01 02:28:00,Z017,Z026,6.55146715983471,1.242232689410487,56.463714627528134
t_149,2025-10-01 02:29:00,Z015,Z001,6.480412048274262,1.0555131806671685,70.19456560161535
t_150,2025-10-01 02:30:00,Z034,Z017,5.596477040865108,1.0,54.47568824985805
t_151,2025-10-01 02:31:00,Z002,Z006,5.4823366110407585,1.0,51.807762974881356
t_152,2025-10-01 02:32:00,Z027,Z024,8.181399504496657,1.068479325078977,69.87088959152192
t_153,2025-10-01 02:33:00,Z002,Z027,9.893292795302258,1.1916489331242217,63.564520893560896
t_154,2025-10-01 02:34:00,Z035,Z015,7.436580244882764,1.1223660969676528,49.37179189377241
t_155,2025-10-01 02:35:00,Z007,Z008,5.185000611396436,1.332396738650774,54.1280878568896
t_156,2025-10-01 02:36:00,Z009,Z031,7.673987077459698,1.0040310661892895,59.474662248602
t_157,2025-10-01 02:37:00,Z038,Z011,5.414726046383933,1.1363179856960253,50.223653886513056
t_158,2025-10-01 02:38:00,Z031,Z034,1.1593982363019242,1.0,36.00445125940319
t_159,2025-10-01 02:39:00,Z039,Z009,7.476946593296215,1.0,58.192881981020456
t_160,2025-10-01 02:40:00,Z026,Z021,3.2621958991587445,1.1984584829796914,45.75314667756437
t_161,2025-10-01 02:41:00,Z000,Z003,5.769807509743893,1.0,42.48203700223887
t_162,2025-10-01 02:42:00,Z001,Z020,7.3145571818942186,1.2118139830949064,65.96787405451981
t_163,2025-10-01 02:43:00,Z008,Z016,6.291060186700772,1.0,55.82117680224282
t_164,2025-10-01 02:44:00,Z011,Z020,6.603581651921379,1.0,56.63841976286595
t_165,2025-10-01 02:45:00,Z036,Z028,10.680121490946425,1.0,70.87449223297013
t_166,2025-10-01 02:46:00,Z007,Z013,9.348188117942849,1.0239240684978992,73.08897039520141
t_167,2025-10-01 02:47:00,Z018,Z031,10.609275224836129,1.0,74.286210704687
t_168,2025-10-01 02:48:00,Z004,Z028,7.674842555566825,1.0265130752007108,75.73568945383924
t_169,2025-10-01 02:49:00,Z000,Z003,7.705517492826894,1.1907724789542404,49.70159575237556
t_170,2025-10-01 02:50:00,Z000,Z025,11.173397275446714,1.0761963808826542,79.30642796396377
t_171,2025-10-01 02:51:00,Z004,Z039,5.787097545840289,1.1735878794924113,61.88277438537643
t_172,2025-10-01 02:52:00,Z013,Z018,7.944015807594777,1.0501351796875178,46.07310956215247
t_173,2025-10-01 02:53:00,Z002,Z010,7.495648361519908,1.0,65.23410174420987
t_174,2025-10-01 02:54:00,Z017,Z004,7.855057831086296,1.0,62.35898668009533
t_175,2025-10-01 02:55:00,Z013,Z033,8.539199390485159,1.0,64.56942840734496
t_176,2025-10-01 02:56:00,Z037,Z022,7.4648617592901045,1.1979121083167634,61.64432379028659
t_177,2025-10-01 02:57:00,Z027,Z007,9.018022869810315,1.3123449337473,69.35507126293993
t_178,2025-10-01 02:58:00,Z026,Z010,5.292175339152241,1.0,52.016922167034025
t_179,2025-10-01 02:59:00,Z034,Z023,8.310630093552799,1.0,60.24256569148204
t_180,2025-10-01 03:00:00,Z029,Z006,4.849207011985811,1.0,58.576923473395645
t_181,2025-10-01 03:01:00,Z022,Z026,9.614603728205687,1.1450053530751985,68.99119930823235
t_182,2025-10-01 03:02:00,Z036,Z027,9.395177791394781,1.0964199564337904,73.26080691321336
t_183,2025-10-01 03:03:00,Z017,Z018,6.721625877076504,1.0338203980737621,75.1109403103758
t_184,2025-10-01 03:04:00,Z025,Z021,6.043707137027376,1.0678352240363045,48.715010470612775
t_185,2025-10-01 03:05:00,Z027,Z017,7.123937974766264,1.0,55.13218073883475
t_186,2025-10-01 03:06:00,Z015,Z019,8.42506805769785,1.0530384130929733,60.66142915879382
t_187,2025-10-01 03:07:00,Z019,Z022,3.7872519330346366,1.0416007525700504,48.518642437326484
t_188,2025-10-01 03:08:00,Z012,Z009,4.926095088119515,1.1743815956306611,63.0336138557184
t_189,2025-10-01 03:09:00,Z023,Z012,9.286499358584008,1.0,70.50606554710997
t_190,2025-10-01 03:10:00,Z007,Z007,6.695112236538247,1.0,65.57662167796546
t_191,2025-10-01 03:11:00,Z032,Z020,4.292561101244881,1.1184683423198685,62.200396602677515
t_192,2025-10-01 03:12:00,Z003,Z034,2.186290768704434,1.73655886090477,31.768654306305617
t_193,2025-10-01 03:13:00,Z001,Z006,6.177280955317366,1.0,55.12768305377309
t_194,2025-10-01 03:14:00,Z029,Z016,3.234370049154342,1.5493362329802864,43.144777825101976
t_195,2025-10-01 03:15:00,Z013,Z025,7.449916023575542,1.0,64.09449004275535
t_196,2025-10-01 03:16:00,Z025,Z006,6.980058632462556,1.0886035478511522,53.780464605073234
t_197,2025-10-01 03:17:00,Z032,Z036,11.28147806373751,1.0,84.3283945651794
t_198,2025-10-01 03:18:00,Z012,Z034,4.353038449937712,1.375348808349341,48.0129113413061
t_199,2025-10-01 03:19:00,Z006,Z034,8.581007860824428,1.1041744464249548,60.78048346470053
t_200,2025-10-01 03:20:00,Z030,Z008,4.469199703058903,1.1174500863292147,45.124665865337526
t_201,2025-10-01 03:21:00,Z014,Z001,4.83746348645351,1.2956980384391454,44.778981862079675
t_202,2025-10-01 03:22:00,Z008,Z014,6.683222345563167,1.3613941966887317,58.65142811373495
t_203,2025-10-01 03:23:00,Z016,Z037,5.250913850178508,1.0,50.48714118409511
t_204,2025-10-01 03:24:00,Z038,Z023,11.22390528144314,1.1283283612616448,76.22552734726602
t_205,2025-10-01 03:25:00,Z003,Z007,7.021385928648547,1.0,57.16456901644023
t_206,2025-10-01 03:26:00,Z000,Z014,5.45636616615614,1.3277463862022696,57.47047728274062
t_207,2025-10-01 03:27:00,Z034,Z013,12.315489818282789,1.0,79.30495882112282
t_208,2025-10-01 03:28:00,Z015,Z035,5.355286839169111,1.59430410507587,60.91512528954406
t_209,2025-10-01 03:29:00,Z001,Z026,6.296388149021447,1.0367625335630626,61.95102511410149
t_210,2025-10-01 03:30:00,Z003,Z003,6.6605723357096025,1.0,55.59074373529875
t_211,2025-10-01 03:31:00,Z030,Z027,5.3885479771751275,1.135650461005206,61.91165569948943
t_212,2025-10-01 03:32:00,Z004,Z039,8.476915905337217,1.0,61.57594663527763
t_213,2025-10-01 03:33:00,Z004,Z010,9.792319276488147,1.0864707977282237,64.0396517886046
t_214,2025-10-01 03:34:00,Z003,Z026,4.236901159264594,1.1043897962615423,55.82633963219904
t_215,2025-10-01 03:35:00,Z008,Z033,6.030518520169386,1.3070719252921317,49.11604698339178
t_216,2025-10-01 03:36:00,Z035,Z029,6.270751739910086,1.0,53.369126683236075
t_217,2025-10-01 03:37:00,Z032,Z039,3.983465217713546,1.1589678502052678,40.54011854609206
t_218,2025-10-01 03:38:00,Z020,Z001,4.162698674895621,1.3276229107015793,41.30237977205945
t_219,2025-10-01 03:39:00,Z000,Z039,6.2753104688222825,1.0,59.19367868217875
t_220,2025-10-01 03:40:00,Z022,Z034,5.088180735110187,1.2343774013542856,47.84049772048775
t_221,2025-10-01 03:41:00,Z018,Z025,7.797849159718169,1.2488159400885668,72.61711606666228
t_222,2025-10-01 03:42:00,Z009,Z014,8.927550961795905,1.0,75.1168285037249
t_223,2025-10-01 03:43:00,Z038,Z038,7.510878853938151,1.0,63.71016281394012
t_224,2025-10-01 03:44:00,Z035,Z002,7.732649346488269,1.1106286308263138,58.37226658037502
t_225,2025-10-01 03:45:00,Z039,Z030,5.038728308219515,1.0,53.0597312147804
t_226,2025-10-01 03:46:00,Z011,Z007,5.748118724987924,1.4281452839384015,54.06701449535328
t_227,2025-10-01 03:47:00,Z032,Z004,7.95757059722012,1.0366500633710103,69.85410463659905
t_228,2025-10-01 03:48:00,Z031,Z009,8.364234932052746,1.225698407856747,53.10538018563649
t_229,2025-10-01 03:49:00,Z008,Z015,6.889624343717093,1.1503840022128702,58.45876153311492
t_230,2025-10-01 03:50:00,Z036,Z039,8.298618026742856,1.11868663650819,64.72183728597044
t_231,2025-10-01 03:51:00,Z002,Z017,6.526359258521381,1.0,60.6329488030317
t_232,2025-10-01 03:52:00,Z009,Z008,4.4857845643396885,1.0,55.44733911011389
t_233,2025-10-01 03:53:00,Z016,Z018,7.772857100654693,1.1011767770112284,60.09549344083971
t_234,2025-10-01 03:54:00,Z019,Z018,6.137360374313103,1.0653246931622036,60.575291795853474
t_235,2025-10-01 03:55:00,Z000,Z007,3.2896257389095,1.0606427091862265,40.13119704101513
t_236,2025-10-01 03:56:00,Z031,Z007,8.95079256416709,1.2404031993643556,73.16575210058302
t_237,2025-10-01 03:57:00,Z011,Z015,7.932365610158304,1.0903077542702084,65.2404574048784
t_238,2025-10-01 03:58:00,Z028,Z037,8.698791154901404,1.228429804834984,64.8530391613772
t_239,2025-10-01 03:59:00,Z022,Z021,6.028864537088267,1.0983685888175807,63.19663981189041
t_240,2025-10-01 04:00:00,Z022,Z026,10.378307409235218,1.156368658098323,67.01744076416725
t_241,2025-10-01 04:01:00,Z003,Z028,8.144367764738709,1.0,53.57217343106371
t_242,2025-10-01 04:02:00,Z022,Z036,9.251083660268543,1.0,70.4560757256234
t_243,2025-10-01 04:03:00,Z025,Z022,5.627380491200986,1.257765826427807,55.66967058372721
t_244,2025-10-01 04:04:00,Z021,Z024,6.3860356790499475,1.2614027239597443,55.68166048102708
t_245,2025-10-01 04:05:00,Z025,Z001,9.929127217180639,1.2135617902024198,65.67380908207409
t_246,2025-10-01 04:06:00,Z018,Z018,7.020858865545708,1.0,62.625840302983285
t_247,2025-10-01 04:07:00,Z011,Z022,7.132980404826473,1.31581914045426,65.508010345959
t_248,2025-10-01 04:08:00,Z035,Z005,10.389059998977412,1.1000683444598562,65.84308317327869
t_249,2025-10-01 04:09:00,Z004,Z030,9.647906656276332,1.1141810185476233,60.43452648588985
t_250,2025-10-01 04:10:00,Z005,Z031,7.591243822354857,1.0,65.87649281688904
t_251,2025-10-01 04:11:00,Z014,Z039,11.315280398887339,1.0,67.99335815611393
t_252,2025-10-01 04:12:00,Z016,Z005,3.7842722615096824,1.0,56.45593117824893
t_253,2025-10-01 04:13:00,Z016,Z008,6.940136698554163,1.1543543730591903,68.07925211861398
t_254,2025-10-01 04:14:00,Z025,Z002,5.8626595884088255,1.0,52.49741734237941
t_255,2025-10-01 04:15:00,Z024,Z015,10.353101611685572,1.0757956038356893,85.05223482470151
t_256,2025-10-01 04:16:00,Z007,Z019,10.58511132600509,1.0,70.44350597592387
t_257,2025-10-01 04:17:00,Z030,Z005,6.027345640251019,1.0,55.98674267748881
t_258,2025-10-01 04:18:00,Z017,Z015,7.4141094913544725,1.0913602427200342,60.597168309797205
t_259,2025-10-01 04:19:00,Z013,Z038,9.171575445343208,1.1059987723177411,69.86228375751277
t_260,2025-10-01 04:20:00,Z007,Z038,8.250137141421602,1.0955126595404703,69.06013694386994
t_261,2025-10-01 04:21:00,Z009,Z026,7.684969720904838,1.0,64.23658828293237
t_262,2025-10-01 04:22:00,Z039,Z033,9.304172258729732,1.2999053576085662,63.489921833543804
t_263,2025-10-01 04:23:00,Z033,Z023,11.40314263540399,1.0792725275744794,72.87042107892485
t_264,2025-10-01 04:24:00,Z010,Z034,7.370168703817152,1.0,51.831948370868204
t_265,2025-10-01 04:25:00,Z022,Z014,4.662985346890056,1.5195605407285964,45.78213785125381
t_266,2025-10-01 04:26:00,Z031,Z030,6.866158468103093,1.0858953897732757,60.39015331531462
t_267,2025-10-01 04:27:00,Z001,Z012,7.023554418083995,1.2333248649646904,59.91412229218208
t_268,2025-10-01 04:28:00,Z025,Z032,6.272621886979921,1.106201597714133,53.9596103555758
t_269,2025-10-01 04:29:00,Z001,Z030,8.653331480135718,1.0,66.78833691901286
t_270,2025-10-01 04:30:00,Z035,Z021,8.727423618005481,1.3381022935108309,61.23173475061931
t_271,2025-10-01 04:31:00,Z014,Z014,9.110571764499236,1.0,66.7602810881573
t_272,2025-10-01 04:32:00,Z001,Z031,8.165792775272312,1.3111145662248502,64.1151895197327
t_273,2025-10-01 04:33:00,Z037,Z038,7.689744525534537,1.0564643457735308,68.07331991623863
t_274,2025-10-01 04:34:00,Z031,Z028,4.857158288668106,1.0,58.62355390653126
t_275,2025-10-01 04:35:00,Z003,Z033,6.3596022570278885,1.0,51.61729261715385
t_276,2025-10-01 04:36:00,Z035,Z004,5.21770285999756,1.0,51.413846517744844
t_277,2025-10-01 04:37:00,Z011,Z032,7.8225276625813,1.0,52.09260769205666
t_278,2025-10-01 04:38:00,Z011,Z005,6.854665837139738,1.0869187475154525,71.2187726112673
t_279,2025-10-01 04:39:00,Z037,Z028,7.028047864078645,1.0,47.19606705291092
t_280,2025-10-01 04:40:00,Z023,Z030,8.272538584240031,1.2275820898771963,63.662910729508084
t_281,2025-10-01 04:41:00,Z031,Z006,6.4697656173004106,1.0,48.67105714448088
t_282,2025-10-01 04:42:00,Z000,Z031,9.462296438857162,1.0,68.41804193505133
t_283,2025-10-01 04:43:00,Z019,Z022,9.417295046391219,1.5388660091511477,69.25447110437835
t_284,2025-10-01 04:44:00,Z021,Z035,5.043132076468796,1.242709225185046,56.729160347808545
t_285,2025-10-01 04:45:00,Z033,Z021,9.99421436927853,1.0,66.22646425759487
t_286,2025-10-01 04:46:00,Z008,Z016,6.375146209137821,1.1531838001573897,61.82493282194251
t_287,2025-10-01 04:47:00,Z037,Z008,5.524861927390494,1.0,50.57483964062541
t_288,2025-10-01 04:48:00,Z007,Z001,6.425015126927524,1.0,52.133598663671364
